Id,Label,timeset,d0,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,componentnumber,strongcompnum
Iso/Iec 8859-1,Iso/Iec 8859-1,,0,2,0,2,2,0,2,0,0,0,0,18,0,472
The Five Orange Pips,The Five Orange Pips,,0,30,0,30,30,0,30,0,0,0,0,3,0,3485
London Underground S7 And S8 Stock,London Underground S7 And S8 Stock,,0,2,0,2,2,0,2,0,0,0,0,16,0,17386
Coventry,Coventry,,0,2,0,2,2,0,2,0,0,0,0,16,0,6646
Whitechapel Station,Whitechapel Station,,0,2,0,2,2,0,2,0,0,0,0,16,0,17301
Psalm 130,Psalm 130,,0,2,0,2,2,0,2,0,0,0,0,7,0,15849
Victory Over Japan Day,Victory Over Japan Day,,0,2,0,2,2,0,2,0,0,0,0,14,0,880
West Lothian,West Lothian,,0,2,0,2,2,0,2,0,0,0,0,18,0,6151
Axis Occupation Of Greece,Axis Occupation Of Greece,,0,3,0,3,3,0,3,0,0,0,0,14,0,6015
Eniac,Eniac,,0,2,0,2,2,0,2,0,0,0,0,14,0,5748
John Jackson (English Boxer),John Jackson (English Boxer),,0,3,0,3,3,0,3,0,0,0,0,7,0,9342
Raffles (1939 Film),Raffles (1939 Film),,0,5,0,5,5,0,5,0,0,0,0,15,0,12620
Nikola Tesla,Nikola Tesla,,0,4,0,4,4,0,4,0,0,0,0,7,0,2727
Chippenham,Chippenham,,0,2,0,2,2,0,2,0,0,0,0,4,0,12938
Polo Coat,Polo Coat,,0,2,0,2,2,0,2,0,0,0,0,0,0,14873
Mark Drakeford,Mark Drakeford,,0,2,0,2,2,0,2,0,0,0,0,16,0,3995
Prime Minister Of Finland,Prime Minister Of Finland,,0,2,0,2,2,0,2,0,0,0,0,16,0,3866
Office Open Xml,Office Open Xml,,0,2,0,2,2,0,2,0,0,0,0,18,0,224
Iranian New Wave,Iranian New Wave,,0,2,0,2,2,0,2,0,0,0,0,6,0,8730
Black Lounge Suit,Black Lounge Suit,,0,3,0,3,3,0,3,0,0,0,0,0,0,15091
Kill Me Tomorrow,Kill Me Tomorrow,,0,2,0,2,2,0,2,0,0,0,0,9,0,18323
"Manuel De Araújo Porto-Alegre, Baron Of Santo Ângelo","Manuel De Araújo Porto-Alegre, Baron Of Santo Ângelo",,0,5,0,5,5,0,5,0,0,0,0,7,0,9280
Escape Artists,Escape Artists,,0,2,0,2,2,0,2,0,0,0,0,1,0,19826
Alan Young,Alan Young,,0,2,0,2,2,0,2,0,0,0,0,11,0,15954
Newcastle University,Newcastle University,,0,3,0,3,3,0,3,0,0,0,0,12,0,16836
Persian Gulf,Persian Gulf,,0,3,0,3,3,0,3,0,0,0,0,14,0,3655
Martial Arts Timeline,Martial Arts Timeline,,0,4,0,4,4,0,4,0,0,0,0,6,0,13627
Red Aces,Red Aces,,0,2,0,2,2,0,2,0,0,0,0,3,0,9929
Statelessness,Statelessness,,0,3,0,3,3,0,3,0,0,0,0,7,0,12061
Doctor Who,Doctor Who,,0,35,0,35,35,0,35,0,0,0,0,10,0,10490
Third Battle Of Kharkov,Third Battle Of Kharkov,,0,2,0,2,2,0,2,0,0,0,0,14,0,5022
Principal Photography,Principal Photography,,0,4,0,4,4,0,4,0,0,0,0,9,0,8048
Districts Of Northern Ireland,Districts Of Northern Ireland,,0,2,0,2,2,0,2,0,0,0,0,16,0,17949
Alberto López Aroca,Alberto López Aroca,,0,2,0,2,2,0,2,0,0,0,0,10,0,19394
Manga,Manga,,0,31,0,31,31,0,31,0,0,0,0,15,0,4405
Astronomy,Astronomy,,0,4,0,4,4,0,4,0,0,0,0,12,0,18078
The Adventure Of The Two Women,The Adventure Of The Two Women,,0,108,126,234,108,126,234,3,0.350849,0.360317,680.024169,10,0,20032
Paul Doumer,Paul Doumer,,0,2,0,2,2,0,2,0,0,0,0,16,0,19448
Italo Calvino,Italo Calvino,,0,3,0,3,3,0,3,0,0,0,0,13,0,18961
Doris Collins,Doris Collins,,0,2,0,2,2,0,2,0,0,0,0,3,0,18749
Fort Amherst,Fort Amherst,,0,2,0,2,2,0,2,0,0,0,0,9,0,16417
Alan Bennett,Alan Bennett,,0,4,0,4,4,0,4,0,0,0,0,2,0,15317
Dress,Dress,,0,3,0,3,3,0,3,0,0,0,0,0,0,15013
126 Film,126 Film,,0,2,0,2,2,0,2,0,0,0,0,18,0,574
Ronald Colman,Ronald Colman,,0,5,0,5,5,0,5,0,0,0,0,15,0,12640
Iso 704,Iso 704,,0,2,0,2,2,0,2,0,0,0,0,18,0,294
International Relations (1919–1939),International Relations (1919–1939),,0,2,0,2,2,0,2,0,0,0,0,14,0,19759
Solstice Studios,Solstice Studios,,0,2,0,2,2,0,2,0,0,0,0,1,0,1981
Euro War,Euro War,,0,2,0,2,2,0,2,0,0,0,0,6,0,14304
Paradigmatic Analysis,Paradigmatic Analysis,,0,2,0,2,2,0,2,0,0,0,0,7,0,3347
Nitrogen,Nitrogen,,0,2,0,2,2,0,2,0,0,0,0,12,0,6487
Impact Partners,Impact Partners,,0,2,0,2,2,0,2,0,0,0,0,1,0,2252
Aerial Warfare,Aerial Warfare,,0,2,0,2,2,0,2,0,0,0,0,14,0,6109
Bakerloo Line,Bakerloo Line,,0,2,0,2,2,0,2,0,0,0,0,16,0,17454
Neil Loring,Neil Loring,,0,2,0,2,2,0,2,0,0,0,0,3,0,19397
Pontifical Academy For Latin,Pontifical Academy For Latin,,0,2,0,2,2,0,2,0,0,0,0,18,0,2909
Zhang Zhongjing,Zhang Zhongjing,,0,3,0,3,3,0,3,0,0,0,0,12,0,3663
Neal E. Miller,Neal E. Miller,,0,3,0,3,3,0,3,0,0,0,0,12,0,17530
Act Of Senedd Cymru,Act Of Senedd Cymru,,0,2,0,2,2,0,2,0,0,0,0,16,0,17989
Radix Ace Entertainment,Radix Ace Entertainment,,0,2,0,2,2,0,2,0,0,0,0,6,0,8536
The Donners' Company,The Donners' Company,,0,2,0,2,2,0,2,0,0,0,0,1,0,1938
Jesus Of Nazareth,Jesus Of Nazareth,,0,2,0,2,2,0,2,0,0,0,0,3,0,18677
Merian C. Cooper,Merian C. Cooper,,0,3,0,3,3,0,3,0,0,0,0,1,0,2143
Antoni Malczewski,Antoni Malczewski,,0,5,0,5,5,0,5,0,0,0,0,7,0,12249
Great! Movies,Great! Movies,,0,3,0,3,3,0,3,0,0,0,0,8,0,1448
Northern Ireland,Northern Ireland,,0,15,0,15,15,0,15,0,0,0,0,5,0,1159
Richmond (London) Station,Richmond (London) Station,,0,2,0,2,2,0,2,0,0,0,0,16,0,17340
Emeritus,Emeritus,,0,2,0,2,2,0,2,0,0,0,0,7,0,12440
Emmett/Furla Oasis,Emmett/Furla Oasis,,0,2,0,2,2,0,2,0,0,0,0,1,0,19832
Seven (Animation Studio),Seven (Animation Studio),,0,2,0,2,2,0,2,0,0,0,0,6,0,8508
Opium Den,Opium Den,,0,2,0,2,2,0,2,0,0,0,0,12,0,8002
Joseph Mccabe,Joseph Mccabe,,0,2,0,2,2,0,2,0,0,0,0,3,0,18669
1975 United Kingdom European Communities Membership Referendum,1975 United Kingdom European Communities Membership Referendum,,0,2,0,2,2,0,2,0,0,0,0,16,0,18027
New German Cinema,New German Cinema,,0,2,0,2,2,0,2,0,0,0,0,6,0,8614
Peabody Award,Peabody Award,,0,3,0,3,3,0,3,0,0,0,0,1,0,1487
"Trinity College, Cambridge","Trinity College, Cambridge",,0,3,0,3,3,0,3,0,0,0,0,5,0,4309
Clerical Collar,Clerical Collar,,0,2,0,2,2,0,2,0,0,0,0,0,0,15045
Sophie Okonedo,Sophie Okonedo,,0,2,0,2,2,0,2,0,0,0,0,5,0,16071
Mid Sussex,Mid Sussex,,0,2,0,2,2,0,2,0,0,0,0,16,0,11694
Hyperlink Cinema,Hyperlink Cinema,,0,2,0,2,2,0,2,0,0,0,0,6,0,8740
Jordan Peele,Jordan Peele,,0,4,0,4,4,0,4,0,0,0,0,2,0,9995
Robin Hood Makes Good,Robin Hood Makes Good,,0,3,0,3,3,0,3,0,0,0,0,2,0,13290
Surrealism,Surrealism,,0,3,0,3,3,0,3,0,0,0,0,2,0,10717
Nikoloz Baratashvili,Nikoloz Baratashvili,,0,5,0,5,5,0,5,0,0,0,0,7,0,9253
Puzzle Fighter (2017 Video Game),Puzzle Fighter (2017 Video Game),,0,3,0,3,3,0,3,0,0,0,0,15,0,9633
Bob Woodward,Bob Woodward,,0,2,0,2,2,0,2,0,0,0,0,8,0,19186
Statism In Shōwa Japan,Statism In Shōwa Japan,,0,3,0,3,3,0,3,0,0,0,0,14,0,2540
Medicine,Medicine,,0,7,0,7,7,0,7,0,0,0,0,12,0,2840
William Cecil Clayton,William Cecil Clayton,,0,2,0,2,2,0,2,0,0,0,0,15,0,4643
Fifty Shades Of Grey (Film),Fifty Shades Of Grey (Film),,0,2,0,2,2,0,2,0,0,0,0,1,0,16157
Peter Pan (1976 Musical),Peter Pan (1976 Musical),,0,2,0,2,2,0,2,0,0,0,0,11,0,19997
The Three Musketeers (American Tv Series),The Three Musketeers (American Tv Series),,0,2,0,2,2,0,2,0,0,0,0,11,0,683
Nuremberg Trials,Nuremberg Trials,,0,4,0,4,4,0,4,0,0,0,0,12,0,5285
Narrative,Narrative,,0,3,0,3,3,0,3,0,0,0,0,13,0,8054
West Kensington,West Kensington,,0,2,0,2,2,0,2,0,0,0,0,12,0,12279
Sauna,Sauna,,0,2,0,2,2,0,2,0,0,0,0,17,0,16973
Post–World War Ii Baby Boom,Post–World War Ii Baby Boom,,0,2,0,2,2,0,2,0,0,0,0,14,0,5176
Finsbury Park,Finsbury Park,,0,3,0,3,3,0,3,0,0,0,0,16,0,8966
The King Of Fighters: Another Day,The King Of Fighters: Another Day,,0,2,0,2,2,0,2,0,0,0,0,9,0,10526
Peter Owen Publishers,Peter Owen Publishers,,0,3,0,3,3,0,3,0,0,0,0,5,0,4323
The Return Of The Frog,The Return Of The Frog,,0,3,0,3,3,0,3,0,0,0,0,9,0,4515
Rifle,Rifle,,0,2,0,2,2,0,2,0,0,0,0,16,0,16702
Edward Woodward,Edward Woodward,,0,10,0,10,10,0,10,0,0,0,0,10,0,11217
Stereomicroscope,Stereomicroscope,,0,2,0,2,2,0,2,0,0,0,0,12,0,9096
Dino Crisis 2,Dino Crisis 2,,0,2,0,2,2,0,2,0,0,0,0,15,0,19422
Silesian Offensives,Silesian Offensives,,0,2,0,2,2,0,2,0,0,0,0,14,0,5084
Behaviorism,Behaviorism,,0,3,0,3,3,0,3,0,0,0,0,12,0,17644
Graphic Adventure Game,Graphic Adventure Game,,0,2,0,2,2,0,2,0,0,0,0,15,0,19431
Bbc Parliament,Bbc Parliament,,0,3,0,3,3,0,3,0,0,0,0,8,0,11384
Twomorrows Publishing,Twomorrows Publishing,,0,2,0,2,2,0,2,0,0,0,0,6,0,15152
John Betjeman,John Betjeman,,0,4,0,4,4,0,4,0,0,0,0,16,0,17264
Chromaticism,Chromaticism,,0,2,0,2,2,0,2,0,0,0,0,7,0,16807
Riverside Studios,Riverside Studios,,0,4,0,4,4,0,4,0,0,0,0,2,0,1111
Berlin Blockade,Berlin Blockade,,0,2,0,2,2,0,2,0,0,0,0,14,0,19494
Gli Incubi Di Dario Argento,Gli Incubi Di Dario Argento,,0,2,0,2,2,0,2,0,0,0,0,1,0,16605
Back To The Future,Back To The Future,,0,3,0,3,3,0,3,0,0,0,0,2,0,8099
Citizenship,Citizenship,,0,4,0,4,4,0,4,0,0,0,0,7,0,11142
Television Pilot,Television Pilot,,0,4,0,4,4,0,4,0,0,0,0,9,0,8220
Trial By Combat,Trial By Combat,,0,3,0,3,3,0,3,0,0,0,0,16,0,2339
Fox Star Studios,Fox Star Studios,,0,2,0,2,2,0,2,0,0,0,0,1,0,19807
A Christmas Carol (Play),A Christmas Carol (Play),,0,2,0,2,2,0,2,0,0,0,0,11,0,16032
Sedimentary Rock,Sedimentary Rock,,0,2,0,2,2,0,2,0,0,0,0,16,0,15439
Alice Through The Looking Glass (1998 Film),Alice Through The Looking Glass (1998 Film),,0,4,0,4,4,0,4,0,0,0,0,11,0,12558
Dubai,Dubai,,0,2,0,2,2,0,2,0,0,0,0,4,0,12921
Oscar Slater,Oscar Slater,,0,2,0,2,2,0,2,0,0,0,0,3,0,18630
Iso 639-6,Iso 639-6,,0,2,0,2,2,0,2,0,0,0,0,18,0,305
Carle Vernet,Carle Vernet,,0,5,26,31,5,26,31,3,0.342281,0.346821,3124.508859,17,0,20032
Pascal (Programming Language),Pascal (Programming Language),,0,2,0,2,2,0,2,0,0,0,0,18,0,210
Nicholas Briggs,Nicholas Briggs,,0,5,0,5,5,0,5,0,0,0,0,10,0,13436
Wapping,Wapping,,0,2,0,2,2,0,2,0,0,0,0,4,0,6813
Prime Minister Of Poland,Prime Minister Of Poland,,0,2,0,2,2,0,2,0,0,0,0,16,0,3847
Talmud,Talmud,,0,2,0,2,2,0,2,0,0,0,0,0,0,17872
Gods And Demons Fiction,Gods And Demons Fiction,,0,2,0,2,2,0,2,0,0,0,0,11,0,1679
The Three Musketeers (1916 Film),The Three Musketeers (1916 Film),,0,2,0,2,2,0,2,0,0,0,0,11,0,705
President Of Romania,President Of Romania,,0,2,0,2,2,0,2,0,0,0,0,16,0,3890
National Symbols Of England,National Symbols Of England,,0,6,0,6,6,0,6,0,0,0,0,16,0,3964
Ivan Turgenev,Ivan Turgenev,,0,3,0,3,3,0,3,0,0,0,0,7,0,9476
Lucasfilm,Lucasfilm,,0,3,0,3,3,0,3,0,0,0,0,1,0,2177
Antique Bakery,Antique Bakery,,0,2,0,2,2,0,2,0,0,0,0,1,0,14639
University Of Texas At Dallas,University Of Texas At Dallas,,0,2,0,2,2,0,2,0,0,0,0,8,0,6865
Commesse,Commesse,,0,2,0,2,2,0,2,0,0,0,0,1,0,16630
Martin Pugh (Author),Martin Pugh (Author),,0,2,0,2,2,0,2,0,0,0,0,11,0,4167
International Fantasy Award,International Fantasy Award,,0,2,0,2,2,0,2,0,0,0,0,11,0,1654
Eugen Sandow,Eugen Sandow,,0,3,0,3,3,0,3,0,0,0,0,3,0,13846
Production I.G,Production I.G,,0,4,0,4,4,0,4,0,0,0,0,9,0,8549
Vanderbilt University,Vanderbilt University,,0,2,0,2,2,0,2,0,0,0,0,8,0,900
Computer Screen Film,Computer Screen Film,,0,2,0,2,2,0,2,0,0,0,0,6,0,14353
Holger-Madsen,Holger-Madsen,,0,2,0,2,2,0,2,0,0,0,0,15,0,13005
Soviet Space Program,Soviet Space Program,,0,2,0,2,2,0,2,0,0,0,0,12,0,2403
Pulitzer Prize,Pulitzer Prize,,0,6,0,6,6,0,6,0,0,0,0,14,0,156
Network Forensics,Network Forensics,,0,4,0,4,4,0,4,0,0,0,0,12,0,17672
Wedding Dress,Wedding Dress,,0,3,0,3,3,0,3,0,0,0,0,0,0,14780
Paris In World War Ii,Paris In World War Ii,,0,2,0,2,2,0,2,0,0,0,0,14,0,5215
Theurgy,Theurgy,,0,2,0,2,2,0,2,0,0,0,0,11,0,1547
Anne V. Coates,Anne V. Coates,,0,2,0,2,2,0,2,0,0,0,0,1,0,14642
"Primetime Emmy Award For Outstanding Writing For A Miniseries, Movie Or A Dramatic Special","Primetime Emmy Award For Outstanding Writing For A Miniseries, Movie Or A Dramatic Special",,0,2,0,2,2,0,2,0,0,0,0,2,0,9984
Harold Evans,Harold Evans,,0,2,0,2,2,0,2,0,0,0,0,8,0,1438
Evolution,Evolution,,0,4,0,4,4,0,4,0,0,0,0,3,0,12496
Freddie Jones,Freddie Jones,,0,2,0,2,2,0,2,0,0,0,0,2,0,17266
Economic History Of The United Kingdom,Economic History Of The United Kingdom,,0,6,0,6,6,0,6,0,0,0,0,16,0,4210
Iso 15189,Iso 15189,,0,2,0,2,2,0,2,0,0,0,0,18,0,407
Nippon Television,Nippon Television,,0,2,0,2,2,0,2,0,0,0,0,1,0,8266
"Oh, Kay!","Oh, Kay!",,0,2,0,2,2,0,2,0,0,0,0,13,0,17181
"One, Two, Buckle My Shoe (Novel)","One, Two, Buckle My Shoe (Novel)",,0,2,0,2,2,0,2,0,0,0,0,5,0,18832
Healthcare In Wales,Healthcare In Wales,,0,6,0,6,6,0,6,0,0,0,0,16,0,4074
American Theater (World War Ii),American Theater (World War Ii),,0,3,0,3,3,0,3,0,0,0,0,14,0,6075
Balmoral Hotel,Balmoral Hotel,,0,2,0,2,2,0,2,0,0,0,0,18,0,6730
Westminster,Westminster,,0,6,0,6,6,0,6,0,0,0,0,3,0,6271
Miner'S Cap,Miner'S Cap,,0,2,0,2,2,0,2,0,0,0,0,0,0,14918
Itv Anglia,Itv Anglia,,0,2,0,2,2,0,2,0,0,0,0,8,0,11802
Ski Suit,Ski Suit,,0,2,0,2,2,0,2,0,0,0,0,0,0,14833
Arte,Arte,,0,2,0,2,2,0,2,0,0,0,0,8,0,14636
1900 United Kingdom General Election,1900 United Kingdom General Election,,0,2,0,2,2,0,2,0,0,0,0,16,0,18041
Vinnie Jones,Vinnie Jones,,0,2,0,2,2,0,2,0,0,0,0,3,0,10482
Agatha Christie,Agatha Christie,,0,19,386,405,19,386,405,3,0.360606,0.377343,124886.230371,5,0,20032
The Adventure Of The Mazarin Stone,The Adventure Of The Mazarin Stone,,0,30,72,102,30,72,102,3,0.348173,0.355799,2342.260863,3,0,20032
China–United Kingdom Relations,China–United Kingdom Relations,,0,2,0,2,2,0,2,0,0,0,0,16,0,17972
Monotheism,Monotheism,,0,2,0,2,2,0,2,0,0,0,0,12,0,12303
Last Period,Last Period,,0,2,0,2,2,0,2,0,0,0,0,9,0,7282
Lulu (Opera),Lulu (Opera),,0,12,0,12,12,0,12,0,0,0,0,10,0,10671
The Flower Of Hawaii (1933 Film),The Flower Of Hawaii (1933 Film),,0,2,0,2,2,0,2,0,0,0,0,9,0,13255
Catholicism,Catholicism,,0,4,0,4,4,0,4,0,0,0,0,11,0,660
Ceylon Police Medal,Ceylon Police Medal,,0,2,0,2,2,0,2,0,0,0,0,16,0,11076
Sirens (S. J. Tucker Album),Sirens (S. J. Tucker Album),,0,2,0,2,2,0,2,0,0,0,0,11,0,609
Visa Requirements For British Citizens,Visa Requirements For British Citizens,,0,2,0,2,2,0,2,0,0,0,0,16,0,3735
Raffles (Radio Series),Raffles (Radio Series),,0,5,0,5,5,0,5,0,0,0,0,15,0,12617
"Buffalo, New York","Buffalo, New York",,0,6,0,6,6,0,6,0,0,0,0,3,0,13392
Battle Of The Somme,Battle Of The Somme,,0,3,0,3,3,0,3,0,0,0,0,3,0,4355
Emperor Of The French,Emperor Of The French,,0,2,0,2,2,0,2,0,0,0,0,16,0,17745
Jonathan Pryce,Jonathan Pryce,,0,3,0,3,3,0,3,0,0,0,0,2,0,11170
Biodiesel In The United Kingdom,Biodiesel In The United Kingdom,,0,6,0,6,6,0,6,0,0,0,0,16,0,4274
Paul Mcgann,Paul Mcgann,,0,2,0,2,2,0,2,0,0,0,0,4,0,12810
Lawrence Kohlberg,Lawrence Kohlberg,,0,3,0,3,3,0,3,0,0,0,0,12,0,17547
Itv (Tv Channel),Itv (Tv Channel),,0,9,0,9,9,0,9,0,0,0,0,4,0,1401
Frederic Edwin Church,Frederic Edwin Church,,0,6,0,6,6,0,6,0,0,0,0,7,0,9548
Kyoko Okazaki,Kyoko Okazaki,,0,2,0,2,2,0,2,0,0,0,0,1,0,14209
Biopsychiatry Controversy,Biopsychiatry Controversy,,0,2,0,2,2,0,2,0,0,0,0,12,0,17641
Children'S Literature,Children'S Literature,,0,3,0,3,3,0,3,0,0,0,0,8,0,11978
Room,Room,,0,2,0,2,2,0,2,0,0,0,0,17,0,16977
Influenza,Influenza,,0,2,0,2,2,0,2,0,0,0,0,12,0,3211
Meiji Tokyo Renka,Meiji Tokyo Renka,,0,3,0,3,3,0,3,0,0,0,0,1,0,8285
Nyasaland In World War Ii,Nyasaland In World War Ii,,0,2,0,2,2,0,2,0,0,0,0,14,0,5284
Caesars Palace,Caesars Palace,,0,2,0,2,2,0,2,0,0,0,0,2,0,13826
Tonga,Tonga,,0,2,0,2,2,0,2,0,0,0,0,12,0,3632
Ernest Rutherford,Ernest Rutherford,,0,2,0,2,2,0,2,0,0,0,0,3,0,4193
Amy Coney Barrett Supreme Court Nomination,Amy Coney Barrett Supreme Court Nomination,,0,2,0,2,2,0,2,0,0,0,0,14,0,19499
Sanitary Sewer,Sanitary Sewer,,0,2,0,2,2,0,2,0,0,0,0,11,0,6285
Smoking In Singapore,Smoking In Singapore,,0,2,0,2,2,0,2,0,0,0,0,12,0,7031
Lupin The Third Part Ii (Season 1),Lupin The Third Part Ii (Season 1),,0,2,0,2,2,0,2,0,0,0,0,1,0,8300
Japanese New Wave,Japanese New Wave,,0,2,0,2,2,0,2,0,0,0,0,6,0,8721
Coral,Coral,,0,2,0,2,2,0,2,0,0,0,0,12,0,12540
Church Of England,Church Of England,,0,7,0,7,7,0,7,0,0,0,0,11,0,4294
John Turnbull (Actor),John Turnbull (Actor),,0,4,0,4,4,0,4,0,0,0,0,3,0,16133
Elizabeth Ii,Elizabeth Ii,,0,12,0,12,12,0,12,0,0,0,0,16,0,4142
History Of Logic,History Of Logic,,0,2,0,2,2,0,2,0,0,0,0,12,0,9824
Academic Senate,Academic Senate,,0,2,0,2,2,0,2,0,0,0,0,18,0,18568
Diplomat,Diplomat,,0,3,0,3,3,0,3,0,0,0,0,18,0,11130
Making-Of,Making-Of,,0,2,0,2,2,0,2,0,0,0,0,6,0,8663
Alan Garner,Alan Garner,,0,2,0,2,2,0,2,0,0,0,0,13,0,19041
American Kenpo,American Kenpo,,0,4,0,4,4,0,4,0,0,0,0,6,0,13801
Iso 11170,Iso 11170,,0,2,0,2,2,0,2,0,0,0,0,18,0,432
Azerbaijan In World War Ii,Azerbaijan In World War Ii,,0,2,0,2,2,0,2,0,0,0,0,14,0,6013
Edgar Bergen,Edgar Bergen,,0,3,0,3,3,0,3,0,0,0,0,1,0,14587
Oliver Twist (1909 Film),Oliver Twist (1909 Film),,0,3,0,3,3,0,3,0,0,0,0,11,0,14735
Pinafore,Pinafore,,0,3,0,3,3,0,3,0,0,0,0,0,0,14876
Tournament,Tournament,,0,3,0,3,3,0,3,0,0,0,0,12,0,6294
Dardanelles,Dardanelles,,0,4,0,4,4,0,4,0,0,0,0,18,0,12020
Science And Technology In The United Kingdom,Science And Technology In The United Kingdom,,0,7,0,7,7,0,7,0,0,0,0,12,0,3798
Ronald Adam (Actor),Ronald Adam (Actor),,0,3,0,3,3,0,3,0,0,0,0,10,0,10601
1935 United Kingdom General Election,1935 United Kingdom General Election,,0,2,0,2,2,0,2,0,0,0,0,16,0,18033
Arrowverse,Arrowverse,,0,2,0,2,2,0,2,0,0,0,0,6,0,15700
Mpeg-4 Part 14,Mpeg-4 Part 14,,0,2,0,2,2,0,2,0,0,0,0,18,0,242
Anti-Fan,Anti-Fan,,0,2,0,2,2,0,2,0,0,0,0,1,0,14544
National Olympic Committee,National Olympic Committee,,0,2,0,2,2,0,2,0,0,0,0,6,0,13840
Glyn Dearman,Glyn Dearman,,0,5,0,5,5,0,5,0,0,0,0,3,0,13860
International Centre For Mathematical Sciences,International Centre For Mathematical Sciences,,0,2,0,2,2,0,2,0,0,0,0,18,0,6242
Tippet,Tippet,,0,2,0,2,2,0,2,0,0,0,0,0,0,14798
Empire,Empire,,0,2,0,2,2,0,2,0,0,0,0,16,0,11098
Joshiraku,Joshiraku,,0,3,0,3,3,0,3,0,0,0,0,9,0,7299
Ubisoft Film & Television,Ubisoft Film & Television,,0,2,0,2,2,0,2,0,0,0,0,1,0,1892
The Devil'S Mode,The Devil'S Mode,,0,2,0,2,2,0,2,0,0,0,0,7,0,9183
Francoist Spain,Francoist Spain,,0,2,0,2,2,0,2,0,0,0,0,16,0,12012
Konstantin Batyushkov,Konstantin Batyushkov,,0,5,0,5,5,0,5,0,0,0,0,7,0,9319
Harry Potter Fandom,Harry Potter Fandom,,0,4,0,4,4,0,4,0,0,0,0,1,0,1668
Super Bowl,Super Bowl,,0,2,0,2,2,0,2,0,0,0,0,8,0,11391
Macmillan Inc.,Macmillan Inc.,,0,2,0,2,2,0,2,0,0,0,0,8,0,4828
Animal Diversity Web,Animal Diversity Web,,0,2,0,2,2,0,2,0,0,0,0,12,0,12534
The Vicar Of Wakefield (Tv Series),The Vicar Of Wakefield (Tv Series),,0,2,0,2,2,0,2,0,0,0,0,1,0,7720
Tipping The Velvet (Tv Series),Tipping The Velvet (Tv Series),,0,2,0,2,2,0,2,0,0,0,0,2,0,10967
Dance Macabre (Film),Dance Macabre (Film),,0,2,0,2,2,0,2,0,0,0,0,9,0,16173
Feud,Feud,,0,4,0,4,4,0,4,0,0,0,0,10,0,13504
Rudaki,Rudaki,,0,2,0,2,2,0,2,0,0,0,0,14,0,9434
Iso 999,Iso 999,,0,2,0,2,2,0,2,0,0,0,0,18,0,271
Transgressive Art,Transgressive Art,,0,2,0,2,2,0,2,0,0,0,0,6,0,8415
George Spelvin,George Spelvin,,0,3,0,3,3,0,3,0,0,0,0,3,0,15180
Book Of Common Prayer,Book Of Common Prayer,,0,2,0,2,2,0,2,0,0,0,0,18,0,3196
Brent Cross Shopping Centre,Brent Cross Shopping Centre,,0,3,0,3,3,0,3,0,0,0,0,16,0,9011
Pet,Pet,,0,2,0,2,2,0,2,0,0,0,0,12,0,12472
Cornwall,Cornwall,,0,4,0,4,4,0,4,0,0,0,0,16,0,6650
Bram Stoker,Bram Stoker,,0,12,0,12,12,0,12,0,0,0,0,3,0,3257
Ivor Lloyd Tuckett,Ivor Lloyd Tuckett,,0,2,0,2,2,0,2,0,0,0,0,3,0,18683
Science Fiction Western,Science Fiction Western,,0,2,0,2,2,0,2,0,0,0,0,6,0,8513
The Bottle Yard Studios,The Bottle Yard Studios,,0,3,0,3,3,0,3,0,0,0,0,8,0,1029
Naim Frashëri,Naim Frashëri,,0,5,0,5,5,0,5,0,0,0,0,7,0,9265
John Hampden,John Hampden,,0,2,0,2,2,0,2,0,0,0,0,16,0,17405
Religious Law,Religious Law,,0,2,0,2,2,0,2,0,0,0,0,12,0,17931
William Ewart Gladstone,William Ewart Gladstone,,0,7,0,7,7,0,7,0,0,0,0,16,0,972
Follies,Follies,,0,2,0,2,2,0,2,0,0,0,0,2,0,7647
Tokyo Movie Shinsha,Tokyo Movie Shinsha,,0,5,0,5,5,0,5,0,0,0,0,10,0,8219
Production Ims,Production Ims,,0,2,0,2,2,0,2,0,0,0,0,6,0,8548
St. Paul'S Cathedral,St. Paul'S Cathedral,,0,4,0,4,4,0,4,0,0,0,0,18,0,2876
Analogue Terrestrial Television In The United Kingdom,Analogue Terrestrial Television In The United Kingdom,,0,3,0,3,3,0,3,0,0,0,0,8,0,11451
Hedda Gabler,Hedda Gabler,,0,3,0,3,3,0,3,0,0,0,0,2,0,11198
Blue Reflection,Blue Reflection,,0,3,0,3,3,0,3,0,0,0,0,9,0,14714
Mrc Human Genetics Unit,Mrc Human Genetics Unit,,0,2,0,2,2,0,2,0,0,0,0,18,0,6231
Deck (Building),Deck (Building),,0,2,0,2,2,0,2,0,0,0,0,17,0,17047
Bank Of Japan,Bank Of Japan,,0,2,0,2,2,0,2,0,0,0,0,6,0,13792
Queen'S Volunteer Reserves Medal,Queen'S Volunteer Reserves Medal,,0,2,0,2,2,0,2,0,0,0,0,16,0,11010
Hashish,Hashish,,0,5,0,5,5,0,5,0,0,0,0,12,0,7144
David Lean,David Lean,,0,3,0,3,3,0,3,0,0,0,0,1,0,1799
Cultural Appropriation,Cultural Appropriation,,0,4,0,4,4,0,4,0,0,0,0,13,0,7583
